"id";"pesid";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_principal";"causa_acidente";"ordem_tipo_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"id_veiculo";"tipo_veiculo";"marca";"ano_fabricacao_veiculo";"tipo_envolvido";"estado_fisico";"idade";"sexo";"ilesos";"feridos_leves";"feridos_graves";"mortos";"latitude";"longitude";"regional";"delegacia";"uop"
182238;402179;2019-01-01;"terca-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";324938;"Motocicleta";"I/CHACOMER KENTON C110";NA;"Condutor";"Óbito";28;"Masculino";0;0;0;1;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182238;404326;2019-01-01;"terca-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";324939;"Automóvel";"VW/GOL 16V PLUS";2001;"Condutor";"Ileso";20;"Masculino";1;0;0;0;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182238;404328;2019-01-01;"terca-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";324939;"Automóvel";"VW/GOL 16V PLUS";2001;"Passageiro";"Lesoes Leves";20;"Feminino";0;1;0;0;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182238;404331;2019-01-01;"terca-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";324939;"Automóvel";"VW/GOL 16V PLUS";2001;"Passageiro";"Lesoes Leves";21;"Masculino";0;1;0;0;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182238;404327;2019-01-01;"terca-feira";"04:50:00";"MS";163;289,1;"DOURADINA";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";324939;"Automóvel";"VW/GOL 16V PLUS";2001;"Passageiro";"Ileso";20;"Masculino";1;0;0;0;"-22.0717436";"-54.56352445";"SR-MS";"DEL3/4";"UOP01/MS"
182253;402722;2019-01-01;"terca-feira";"03:50:00";"RS";470;238,4;"CARLOS BARBOSA";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Plena Noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Nao";324920;"Caminhonete";"FIAT/STRADA ADVENTURE CD";2013;"Condutor";"Ileso";34;"Masculino";1;0;0;0;"-29.33808874";"-51.50475475";"SR-RS";"DEL9/6";"UOP01/RS"
182257;405475;2019-01-01;"terca-feira";"07:45:00";"TO";153;678,5;"GURUPI";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Nao";326340;"Automóvel";"VW/GOL SELECAO MB";2014;"Condutor";"Ileso";24;"Masculino";1;0;0;0;"-11.774606";"-49.107452";"SR-TO";"UOP01/TO";""
182257;405552;2019-01-01;"terca-feira";"07:45:00";"TO";153;678,5;"GURUPI";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Nao";326340;"Automóvel";"VW/GOL SELECAO MB";2014;"Passageiro";"Ileso";27;"Masculino";1;0;0;0;"-11.774606";"-49.107452";"SR-TO";"UOP01/TO";""
182271;402536;2019-01-01;"terca-feira";"04:15:00";"PB";361;38,8;"CATINGUEIRA";"Sim";"Ingestao de alcool";4;"Queda de ocupante de veiculo";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325144;"Motocicleta";"HONDA/POP100";2014;"Condutor";"Lesoes Graves";22;"Masculino";0;0;1;0;"-7.10157405";"-37.60036469";"SR-PB";"DEL14/3";"UOP01/PB"
182271;403314;2019-01-01;"terca-feira";"04:15:00";"PB";361;38,8;"CATINGUEIRA";"Sim";"Ingestao de alcool";4;"Queda de ocupante de veiculo";"Com Vitimas Fatais";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325144;"Motocicleta";"HONDA/POP100";2014;"Passageiro";"Óbito";29;"Feminino";0;0;0;1;"-7.10157405";"-37.60036469";"SR-PB";"DEL14/3";"UOP01/PB"
182274;402208;2019-01-01;"terca-feira";"10:00:00";"RJ";40;109;"DUQUE DE CAXIAS";"Sim";"Ingestao de alcool";1;"Colisao com objeto estatico";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Multipla";"Reta";"Nao";324949;"Automóvel";"GM/CELTA 4P LIFE";2007;"Condutor";"Lesoes Leves";29;"Masculino";0;1;0;0;"-22.6836";"-43.2852";"SR-RJ";"DEL5/1";"UOP01/RJ"
182287;402233;2019-01-01;"terca-feira";"05:30:00";"AM";174;938;"MANAUS";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Sem Vitimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Nao";324961;"Automóvel";"I/NISSAN SENTRA S";2008;"Condutor";"Ileso";59;"Masculino";1;0;0;0;"-2.507";"-60.036";"SR-AM";"UOP01/AM";""
182289;402243;2019-01-01;"terca-feira";"08:30:00";"BA";101;13;"RIO REAL";"Sim";"Ingestao de alcool";2;"Saida de leito carrocavel";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Desvio Temporario";"Nao";324967;"Automóvel";"FIAT/PALIO ELX FLEX";2010;"Condutor";"Lesoes Leves";30;"Masculino";0;1;0;0;"-11.5896";"-37.8761";"SR-SE";"DEL20/2";"UOP03/SE"
182289;402431;2019-01-01;"terca-feira";"08:30:00";"BA";101;13;"RIO REAL";"Sim";"Ingestao de alcool";2;"Saida de leito carrocavel";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Desvio Temporario";"Nao";324987;"Caminhao-trator";"SCANIA/R 440 A6X2";2018;"Condutor";"Ileso";43;"Masculino";1;0;0;0;"-11.5896";"-37.8761";"SR-SE";"DEL20/2";"UOP03/SE"
182307;404046;2019-01-01;"terca-feira";"13:50:00";"BA";116;440;"FEIRA DE SANTANA";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Nao";326149;"Automóvel";"CHEVROLET/CELTA 1.0L LT";2011;"Condutor";"Ileso";33;"Masculino";1;0;0;0;"-12.344";"-39.087";"SR-BA";"DEL10/2";"UOP01/BA"
182307;402642;2019-01-01;"terca-feira";"13:50:00";"BA";116;440;"FEIRA DE SANTANA";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Nao";325030;"Caminhao-trator";"VOLVO/FH12 380 4X2T";2003;"Passageiro";"Lesoes Graves";37;"Masculino";0;0;1;0;"-12.344";"-39.087";"SR-BA";"DEL10/2";"UOP01/BA"
182307;402638;2019-01-01;"terca-feira";"13:50:00";"BA";116;440;"FEIRA DE SANTANA";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Nao";325030;"Caminhao-trator";"VOLVO/FH12 380 4X2T";2003;"Condutor";"Lesoes Leves";57;"Masculino";0;1;0;0;"-12.344";"-39.087";"SR-BA";"DEL10/2";"UOP01/BA"
182317;402430;2019-01-01;"terca-feira";"15:20:00";"GO";70;1,1;"AGUAS LINDAS DE GOIAS";"Nao";"Ingestao de alcool";1;"Capotamento";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";325106;"Automóvel";"FIAT/PALIO FIRE FLEX";2007;"Passageiro";"Lesoes Graves";25;"Feminino";0;0;1;0;"-15.7481";"-48.2635";"SR-DF";"GO";"UOP06/DF"
182317;402647;2019-01-01;"terca-feira";"15:20:00";"GO";70;1,1;"AGUAS LINDAS DE GOIAS";"Nao";"Ingestao de alcool";1;"Capotamento";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";325106;"Automóvel";"FIAT/PALIO FIRE FLEX";2007;"Passageiro";"Lesoes Leves";32;"Masculino";0;1;0;0;"-15.7481";"-48.2635";"SR-DF";"GO";"UOP06/DF"
182317;402646;2019-01-01;"terca-feira";"15:20:00";"GO";70;1,1;"AGUAS LINDAS DE GOIAS";"Nao";"Ingestao de alcool";1;"Capotamento";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";325106;"Automóvel";"FIAT/PALIO FIRE FLEX";2007;"Passageiro";"Lesoes Leves";24;"Masculino";0;1;0;0;"-15.7481";"-48.2635";"SR-DF";"GO";"UOP06/DF"
182317;402428;2019-01-01;"terca-feira";"15:20:00";"GO";70;1,1;"AGUAS LINDAS DE GOIAS";"Nao";"Ingestao de alcool";1;"Capotamento";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";325106;"Automóvel";"FIAT/PALIO FIRE FLEX";2007;"Condutor";"Lesoes Leves";32;"Masculino";0;1;0;0;"-15.7481";"-48.2635";"SR-DF";"GO";"UOP06/DF"
182317;402432;2019-01-01;"terca-feira";"15:20:00";"GO";70;1,1;"AGUAS LINDAS DE GOIAS";"Nao";"Ingestao de alcool";1;"Capotamento";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";325106;"Automóvel";"FIAT/PALIO FIRE FLEX";2007;"Passageiro";"Ileso";3;"Masculino";1;0;0;0;"-15.7481";"-48.2635";"SR-DF";"GO";"UOP06/DF"
182337;404335;2019-01-01;"terca-feira";"17:15:00";"GO";70;13,5;"AGUAS LINDAS DE GOIAS";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";325080;"Automóvel";"VW/GOL CL";1988;"Condutor";"Lesoes Leves";28;"Masculino";0;1;0;0;"-15.7448";"-48.3182";"SR-DF";"GO";"UOP06/DF"
182355;402333;2019-01-01;"terca-feira";"19:00:00";"RS";290;96;"PORTO ALEGRE";"Sim";"Ingestao de alcool";1;"Queda de ocupante de veiculo";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Sim";325044;"Motocicleta";"JTA/SUZUKI INTRUDER 125";2009;"Condutor";"Lesoes Leves";41;"Masculino";0;1;0;0;"-29.992107";"-51.204525";"SR-RS";"DEL9/1";"UOP01/RS"
182362;404322;2019-01-01;"terca-feira";"18:20:00";"PE";101;41;"IGARASSU";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Sem Vitimas";"Plena Noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";325208;"Caminhao";"VW/8.140";1999;"Condutor";"Ileso";59;"Masculino";1;0;0;0;"-7.837";"-34.9124";"SR-PE";"DEL11/1";"UOP02/PE"
182362;404321;2019-01-01;"terca-feira";"18:20:00";"PE";101;41;"IGARASSU";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Sem Vitimas";"Plena Noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";325207;"Automóvel";"CHEVROLET/ONIX 10MT JOYE";2018;"Condutor";"Ileso";63;"Feminino";1;0;0;0;"-7.837";"-34.9124";"SR-PE";"DEL11/1";"UOP02/PE"
182390;408724;2019-01-01;"terca-feira";"19:15:00";"BA";110;76,5;"JEREMOABO";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Sim";325184;"Micro-ônibus";"I/M.BENZ413CDI SPRINTERM";2011;"Condutor";"Ileso";36;"Masculino";1;0;0;0;"-10.0749";"-38.3419";"SR-BA";"DEL10/7";"UOP01/BA"
182390;402553;2019-01-01;"terca-feira";"19:15:00";"BA";110;76,5;"JEREMOABO";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Com Vitimas Fatais";"Plena Noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Sim";325183;"Motocicleta";"HONDA/";NA;"Condutor";"Óbito";NA;"Masculino";0;0;0;1;"-10.0749";"-38.3419";"SR-BA";"DEL10/7";"UOP01/BA"
182404;402530;2019-01-01;"terca-feira";"21:23:00";"MG";153;106;"PRATA";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325169;"Automóvel";"VW/GOL SPECIAL";2002;"Passageiro";"Lesoes Leves";33;"Masculino";0;1;0;0;"-19.28910945";"-48.91147614";"SR-MG";"DEL4/15";"UOP03/MG"
182404;402534;2019-01-01;"terca-feira";"21:23:00";"MG";153;106;"PRATA";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325169;"Automóvel";"VW/GOL SPECIAL";2002;"Passageiro";"Ileso";21;"Masculino";1;0;0;0;"-19.28910945";"-48.91147614";"SR-MG";"DEL4/15";"UOP03/MG"
182404;402528;2019-01-01;"terca-feira";"21:23:00";"MG";153;106;"PRATA";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325169;"Automóvel";"VW/GOL SPECIAL";2002;"Condutor";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-19.28910945";"-48.91147614";"SR-MG";"DEL4/15";"UOP03/MG"
182408;404624;2019-01-01;"terca-feira";"20:10:00";"GO";414;414,8;"ABADIANIA";"Sim";"Ingestao de alcool";1;"Tombamento";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Nao Informado";"Nao";325271;"Automóvel";"VW/POLO 1.6 NEXT";2003;"Passageiro";"Ileso";29;"Masculino";1;0;0;0;"-16.096623";"-48.854416";"SR-GO";"DEL1/2";"UOP01/GO"
182408;404627;2019-01-01;"terca-feira";"20:10:00";"GO";414;414,8;"ABADIANIA";"Sim";"Ingestao de alcool";1;"Tombamento";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Nao Informado";"Nao";325271;"Automóvel";"VW/POLO 1.6 NEXT";2003;"Passageiro";"Ileso";21;"Feminino";1;0;0;0;"-16.096623";"-48.854416";"SR-GO";"DEL1/2";"UOP01/GO"
182408;404623;2019-01-01;"terca-feira";"20:10:00";"GO";414;414,8;"ABADIANIA";"Sim";"Ingestao de alcool";1;"Tombamento";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Nao Informado";"Nao";325271;"Automóvel";"VW/POLO 1.6 NEXT";2003;"Condutor";"Lesoes Leves";24;"Masculino";0;1;0;0;"-16.096623";"-48.854416";"SR-GO";"DEL1/2";"UOP01/GO"
182408;404625;2019-01-01;"terca-feira";"20:10:00";"GO";414;414,8;"ABADIANIA";"Sim";"Ingestao de alcool";1;"Tombamento";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Nao Informado";"Nao";325271;"Automóvel";"VW/POLO 1.6 NEXT";2003;"Passageiro";"Lesoes Leves";23;"Feminino";0;1;0;0;"-16.096623";"-48.854416";"SR-GO";"DEL1/2";"UOP01/GO"
182413;402525;2019-01-01;"terca-feira";"22:40:00";"RS";101;84,7;"OSORIO";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Ceu Claro";"Multipla";"Retorno Regulamentado";"Sim";325164;"Caminhonete";"I/FORD RANGER XLS CS2 25";2013;"Condutor";"Ileso";32;"Masculino";1;0;0;0;"-29.85929204";"-50.24833202";"SR-RS";"DEL9/3";"UOP01/RS"
182413;402641;2019-01-01;"terca-feira";"22:40:00";"RS";101;84,7;"OSORIO";"Sim";"Ingestao de alcool";2;"Colisao com objeto estatico";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Ceu Claro";"Multipla";"Retorno Regulamentado";"Sim";325164;"Caminhonete";"I/FORD RANGER XLS CS2 25";2013;"Passageiro";"Lesoes Graves";20;"Feminino";0;0;1;0;"-29.85929204";"-50.24833202";"SR-RS";"DEL9/3";"UOP01/RS"
182427;404667;2019-01-01;"terca-feira";"21:30:00";"SC";470;172;"POUSO REDONDO";"Sim";"Ingestao de alcool e/ou substâncias psicoativas pelo pedestre";1;"Tombamento";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Ceu Claro";"Simples";"Intersecao de vias";"Sim";325185;"Motocicleta";"HONDA/CBX 250 TWISTER";2008;"Condutor";"Lesoes Leves";NA;"Masculino";0;1;0;0;"-27.25835102";"-49.91402887";"SR-SC";"DEL8/4";"UOP02/SC"
182430;402562;2019-01-01;"terca-feira";"22:30:00";"ES";101;329;"GUARAPARI";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325195;"Camioneta";"I/HYUNDAI IX35 2.0";2010;"Condutor";"Lesoes Leves";50;"Masculino";0;1;0;0;"-20.5869262";"-40.4977124";"SR-ES";"DEL12/3";"UOP01/ES"
182430;404363;2019-01-01;"terca-feira";"22:30:00";"ES";101;329;"GUARAPARI";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325195;"Camioneta";"I/HYUNDAI IX35 2.0";2010;"Testemunha";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-20.5869262";"-40.4977124";"SR-ES";"DEL12/3";"UOP01/ES"
182430;404314;2019-01-01;"terca-feira";"22:30:00";"ES";101;329;"GUARAPARI";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325194;"Automóvel";"FIAT/PALIO FIRE";2015;"Passageiro";"Lesoes Leves";NA;"Masculino";0;1;0;0;"-20.5869262";"-40.4977124";"SR-ES";"DEL12/3";"UOP01/ES"
182430;402556;2019-01-01;"terca-feira";"22:30:00";"ES";101;329;"GUARAPARI";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";325194;"Automóvel";"FIAT/PALIO FIRE";2015;"Condutor";"Lesoes Leves";25;"Masculino";0;1;0;0;"-20.5869262";"-40.4977124";"SR-ES";"DEL12/3";"UOP01/ES"
182433;404552;2019-01-01;"terca-feira";"19:20:00";"RJ";40;106;"DUQUE DE CAXIAS";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Anoitecer";"Crescente";"Nublado";"Simples";"Reta";"Nao";326466;"Semireboque";"SR/FACCHINI SRF CF";2007;"Condutor";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-22.6565";"-43.2837";"SR-RJ";"DEL5/1";"UOP01/RJ"
182433;404380;2019-01-01;"terca-feira";"19:20:00";"RJ";40;106;"DUQUE DE CAXIAS";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Anoitecer";"Crescente";"Nublado";"Simples";"Reta";"Nao";325199;"Caminhao-trator";"IVECO/STRALIHD 450S38TN1";2007;"Condutor";"Ileso";49;"Masculino";1;0;0;0;"-22.6565";"-43.2837";"SR-RJ";"DEL5/1";"UOP01/RJ"
182436;402624;2019-01-02;"quarta-feira";"03:15:00";"SP";116;457,8;"PARIQUERA-ACU";"Sim";"Ingestao de alcool";2;"Queda de ocupante de veiculo";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Nao";325233;"Motocicleta";"YAMAHA/FACTOR PR YBR125K";NA;"Condutor";"Lesoes Leves";41;"Masculino";0;1;0;0;"-24.59521687";"-47.87748456";"SR-SP";"DEL6/5";"UOP01/SP"
