"id";"pesid";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_principal";"causa_acidente";"ordem_tipo_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"id_veiculo";"tipo_veiculo";"marca";"ano_fabricacao_veiculo";"tipo_envolvido";"estado_fisico";"idade";"sexo";"ilesos";"feridos_leves";"feridos_graves";"mortos";"latitude";"longitude";"regional";"delegacia";"uop"
182321;402305;2019-01-01;"terça-feira";"15:30:00";"RS";290;85,8;"PORTO ALEGRE";"Não";"Falta de Atenção do Pedestre";1;"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Viaduto";"Não";325007;"Caminhonete";"CHEVROLET/MONTANA LS";2012;"Pedestre";"Lesões Graves";NA;"Masculino";0;0;1;0;"-29.9683194";"-51.11509323";"SR-RS";"DEL9/1";"UOP01/RS"
182321;402302;2019-01-01;"terça-feira";"15:30:00";"RS";290;85,8;"PORTO ALEGRE";"Não";"Falta de Atenção do Pedestre";1;"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Viaduto";"Não";325007;"Caminhonete";"CHEVROLET/MONTANA LS";2012;"Passageiro";"Ileso";24;"Feminino";1;0;0;0;"-29.9683194";"-51.11509323";"SR-RS";"DEL9/1";"UOP01/RS"
182321;402299;2019-01-01;"terça-feira";"15:30:00";"RS";290;85,8;"PORTO ALEGRE";"Não";"Falta de Atenção do Pedestre";1;"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Viaduto";"Não";325007;"Caminhonete";"CHEVROLET/MONTANA LS";2012;"Condutor";"Ileso";25;"Masculino";1;0;0;0;"-29.9683194";"-51.11509323";"SR-RS";"DEL9/1";"UOP01/RS"
182355;402333;2019-01-01;"terça-feira";"19:00:00";"RS";290;96;"PORTO ALEGRE";"Sim";"Ingestão de Álcool";1;"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";325044;"Motocicleta";"JTA/SUZUKI INTRUDER 125";2009;"Condutor";"Lesões Leves";41;"Masculino";0;1;0;0;"-29.992107";"-51.204525";"SR-RS";"DEL9/1";"UOP01/RS"
182363;405182;2019-01-01;"terça-feira";"19:10:00";"RS";290;25;"SANTO ANTONIO DA PATRULHA";"Sim";"Não guardar distância de segurança";2;"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Rotatória";"Não";325051;"Motocicleta";"HONDA/CG 150 SPORT";2005;"Passageiro";"Lesões Leves";18;"Feminino";0;1;0;0;"-29.87989028";"-50.51172495";"SR-RS";"DEL9/3";"UOP02/RS"
182363;405181;2019-01-01;"terça-feira";"19:10:00";"RS";290;25;"SANTO ANTONIO DA PATRULHA";"Sim";"Não guardar distância de segurança";2;"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Rotatória";"Não";325051;"Motocicleta";"HONDA/CG 150 SPORT";2005;"Condutor";"Ileso";20;"Masculino";1;0;0;0;"-29.87989028";"-50.51172495";"SR-RS";"DEL9/3";"UOP02/RS"
182363;405180;2019-01-01;"terça-feira";"19:10:00";"RS";290;25;"SANTO ANTONIO DA PATRULHA";"Sim";"Não guardar distância de segurança";2;"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Rotatória";"Não";325050;"Automóvel";"FIAT/PALIO WK ADVEN FLEX";2010;"Condutor";"Ileso";54;"Masculino";1;0;0;0;"-29.87989028";"-50.51172495";"SR-RS";"DEL9/3";"UOP02/RS"
182377;405581;2019-01-01;"terça-feira";"18:20:00";"RS";290;64;"GRAVATAI";"Sim";"Não guardar distância de segurança";1;"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";325083;"Caminhonete";"VW/SAVEIRO CS TL MB";2015;"Condutor";"Ileso";23;"Masculino";1;0;0;0;"-29.940449";"-50.895531";"SR-RS";"DEL9/3";"UOP02/RS"
182377;405584;2019-01-01;"terça-feira";"18:20:00";"RS";290;64;"GRAVATAI";"Sim";"Não guardar distância de segurança";1;"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Não";325082;"Motocicleta";"HONDA/CB 500F";2013;"Condutor";"Lesões Leves";21;"Masculino";0;1;0;0;"-29.940449";"-50.895531";"SR-RS";"DEL9/3";"UOP02/RS"
182411;402628;2019-01-01;"terça-feira";"21:00:00";"RS";290;304,3;"CACAPAVA DO SUL";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisão transversal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";325157;"Automóvel";"FIAT/UNO ELECTRONIC";1995;"Condutor";"Ileso";44;"Masculino";1;0;0;0;"-30.325588";"-53.248913";"SR-RS";"DEL9/9";"UOP02/RS"
182411;402625;2019-01-01;"terça-feira";"21:00:00";"RS";290;304,3;"CACAPAVA DO SUL";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisão transversal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";325156;"Automóvel";"GM/PRISMA JOY";2009;"Condutor";"Não Informado";NA;"Não Informado";0;0;0;0;"-30.325588";"-53.248913";"SR-RS";"DEL9/9";"UOP02/RS"
182413;402525;2019-01-01;"terça-feira";"22:40:00";"RS";101;84,7;"OSORIO";"Sim";"Ingestão de Álcool";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Retorno Regulamentado";"Sim";325164;"Caminhonete";"I/FORD RANGER XLS CS2 25";2013;"Condutor";"Ileso";32;"Masculino";1;0;0;0;"-29.85929204";"-50.24833202";"SR-RS";"DEL9/3";"UOP01/RS"
182413;402641;2019-01-01;"terça-feira";"22:40:00";"RS";101;84,7;"OSORIO";"Sim";"Ingestão de Álcool";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Retorno Regulamentado";"Sim";325164;"Caminhonete";"I/FORD RANGER XLS CS2 25";2013;"Passageiro";"Lesões Graves";20;"Feminino";0;0;1;0;"-29.85929204";"-50.24833202";"SR-RS";"DEL9/3";"UOP01/RS"
182415;405072;2019-01-01;"terça-feira";"22:25:00";"RS";101;51;"TERRA DE AREIA";"Sim";"Falta de Atenção à Condução";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";325172;"Automóvel";"FORD/FIESTA SEDAN FLEX";2007;"Passageiro";"Lesões Leves";8;"Masculino";0;1;0;0;"-29.615007";"-50.091541";"SR-RS";"DEL9/3";"UOP03/RS"
182415;405069;2019-01-01;"terça-feira";"22:25:00";"RS";101;51;"TERRA DE AREIA";"Sim";"Falta de Atenção à Condução";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";325172;"Automóvel";"FORD/FIESTA SEDAN FLEX";2007;"Condutor";"Lesões Leves";35;"Masculino";0;1;0;0;"-29.615007";"-50.091541";"SR-RS";"DEL9/3";"UOP03/RS"
182415;405070;2019-01-01;"terça-feira";"22:25:00";"RS";101;51;"TERRA DE AREIA";"Sim";"Falta de Atenção à Condução";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";325172;"Automóvel";"FORD/FIESTA SEDAN FLEX";2007;"Passageiro";"Lesões Leves";30;"Feminino";0;1;0;0;"-29.615007";"-50.091541";"SR-RS";"DEL9/3";"UOP03/RS"
182415;405073;2019-01-01;"terça-feira";"22:25:00";"RS";101;51;"TERRA DE AREIA";"Sim";"Falta de Atenção à Condução";2;"Colisão com objeto estático";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";325172;"Automóvel";"FORD/FIESTA SEDAN FLEX";2007;"Passageiro";"Lesões Leves";55;"Feminino";0;1;0;0;"-29.615007";"-50.091541";"SR-RS";"DEL9/3";"UOP03/RS"
182418;402618;2019-01-01;"terça-feira";"21:30:00";"RS";285;122,8;"VACARIA";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";325171;"Automóvel";"FIAT/UNO";NA;"Condutor";"Não Informado";NA;"Não Informado";0;0;0;0;"-28.50090432";"-50.95029831";"SR-RS";"DEL9/5";"UOP03/RS"
182418;402619;2019-01-01;"terça-feira";"21:30:00";"RS";285;122,8;"VACARIA";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";325171;"Automóvel";"FIAT/UNO";NA;"Testemunha";"Não Informado";NA;"Não Informado";0;0;0;0;"-28.50090432";"-50.95029831";"SR-RS";"DEL9/5";"UOP03/RS"
182418;402617;2019-01-01;"terça-feira";"21:30:00";"RS";285;122,8;"VACARIA";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";325170;"Automóvel";"GM/CORSA WIND";2000;"Condutor";"Ileso";79;"Masculino";1;0;0;0;"-28.50090432";"-50.95029831";"SR-RS";"DEL9/5";"UOP03/RS"
182439;405853;2019-01-02;"quarta-feira";"05:40:00";"RS";101;82;"OSORIO";"Sim";"Falta de Atenção do Pedestre";1;"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Curva";"Sim";327357;"Bicicleta";"";NA;"Condutor";"Lesões Leves";64;"Masculino";0;1;0;0;"-29.84743729";"-50.2451992";"SR-RS";"DEL9/3";"UOP01/RS"
182439;402610;2019-01-02;"quarta-feira";"05:40:00";"RS";101;82;"OSORIO";"Sim";"Falta de Atenção do Pedestre";1;"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Curva";"Sim";325226;"Motocicleta";"YAMAHA/DRAG STAR XVS 650";2005;"Condutor";"Ileso";34;"Masculino";1;0;0;0;"-29.84743729";"-50.2451992";"SR-RS";"DEL9/3";"UOP01/RS"
182444;404384;2019-01-02;"quarta-feira";"07:15:00";"RS";285;458,7;"IJUI";"Sim";"Falta de Atenção à Condução";1;"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";325252;"Motocicleta";"HONDA/CG 125 FAN KS";2009;"Condutor";"Lesões Graves";30;"Masculino";0;0;1;0;"-28.414484";"-53.910641";"SR-RS";"DEL9/10";"UOP01/RS"
182444;404381;2019-01-02;"quarta-feira";"07:15:00";"RS";285;458,7;"IJUI";"Sim";"Falta de Atenção à Condução";1;"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";325251;"Caminhonete";"CHEVROLET/S10 LTZ DD4A";2015;"Condutor";"Ileso";56;"Masculino";1;0;0;0;"-28.414484";"-53.910641";"SR-RS";"DEL9/10";"UOP01/RS"
182446;404768;2019-01-02;"quarta-feira";"07:45:00";"RS";116;397,8;"CAMAQUA";"Sim";"Falta de Atenção à Condução";1;"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";325256;"Motocicleta";"HONDA/CG 125 TITAN";1998;"Condutor";"Lesões Leves";58;"Masculino";0;1;0;0;"-30.85839496";"-51.78704023";"SR-RS";"DEL9/2";"UOP02/RS"
182446;404764;2019-01-02;"quarta-feira";"07:45:00";"RS";116;397,8;"CAMAQUA";"Sim";"Falta de Atenção à Condução";1;"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";325255;"Automóvel";"FIAT/PALIO EDX";1997;"Condutor";"Ileso";31;"Masculino";1;0;0;0;"-30.85839496";"-51.78704023";"SR-RS";"DEL9/2";"UOP02/RS"
182448;404020;2019-01-02;"quarta-feira";"07:50:00";"RS";158;333,7;"SANTA MARIA";"Sim";"Falta de Atenção à Condução";1;"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";325309;"Motocicleta";"HONDA/CB 500F";2016;"Condutor";"Lesões Leves";62;"Masculino";0;1;0;0;"-29.708469";"-53.864265";"SR-RS";"DEL9/9";"UOP01/RS"
182448;404018;2019-01-02;"quarta-feira";"07:50:00";"RS";158;333,7;"SANTA MARIA";"Sim";"Falta de Atenção à Condução";1;"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";325308;"Caminhonete";"FIAT/STRADA WORKING";2013;"Condutor";"Lesões Leves";66;"Masculino";0;1;0;0;"-29.708469";"-53.864265";"SR-RS";"DEL9/9";"UOP01/RS"
182451;402669;2019-01-02;"quarta-feira";"07:35:00";"RS";386;365;"FAZENDA VILANOVA";"Sim";"Condutor Dormindo";1;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";325261;"Caminhão-trator";"M.BENZ/1938 S";2004;"Condutor";"Ileso";40;"Masculino";1;0;0;0;"-29.570097";"-51.865437";"SR-RS";"DEL9/4";"UOP02/RS"
182451;404826;2019-01-02;"quarta-feira";"07:35:00";"RS";386;365;"FAZENDA VILANOVA";"Sim";"Condutor Dormindo";1;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";325260;"Automóvel";"HONDA/CITY LX FLEX";2009;"Passageiro";"Lesões Leves";58;"Feminino";0;1;0;0;"-29.570097";"-51.865437";"SR-RS";"DEL9/4";"UOP02/RS"
182451;404841;2019-01-02;"quarta-feira";"07:35:00";"RS";386;365;"FAZENDA VILANOVA";"Sim";"Condutor Dormindo";1;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";325260;"Automóvel";"HONDA/CITY LX FLEX";2009;"Passageiro";"Lesões Leves";71;"Feminino";0;1;0;0;"-29.570097";"-51.865437";"SR-RS";"DEL9/4";"UOP02/RS"
182451;402664;2019-01-02;"quarta-feira";"07:35:00";"RS";386;365;"FAZENDA VILANOVA";"Sim";"Condutor Dormindo";1;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";325260;"Automóvel";"HONDA/CITY LX FLEX";2009;"Condutor";"Lesões Leves";55;"Masculino";0;1;0;0;"-29.570097";"-51.865437";"SR-RS";"DEL9/4";"UOP02/RS"
182452;403078;2019-01-02;"quarta-feira";"08:20:00";"RS";116;295,4;"GUAIBA";"Sim";"Defeito na Via";1;"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";325267;"Motocicleta";"DAFRA/HORIZON 150";2015;"Condutor";"Lesões Leves";25;"Masculino";0;1;0;0;"-30.07971";"-51.341549";"SR-RS";"DEL9/2";"UOP01/RS"
182458;402709;2019-01-02;"quarta-feira";"07:30:00";"RS";290;41,1;"SANTO ANTONIO DA PATRULHA";"Não";"Desobediência às normas de trânsito pelo condutor";2;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";325278;"Automóvel";"VW/CROSSFOX GII";2011;"Condutor";"Ileso";20;"Masculino";1;0;0;0;"-29.886173";"-50.658577";"SR-RS";"DEL9/3";"UOP02/RS"
182458;402716;2019-01-02;"quarta-feira";"07:30:00";"RS";290;41,1;"SANTO ANTONIO DA PATRULHA";"Não";"Desobediência às normas de trânsito pelo condutor";2;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";325280;"Automóvel";"FORD/FIESTA 16TIT AT";2017;"Condutor";"Ileso";28;"Feminino";1;0;0;0;"-29.886173";"-50.658577";"SR-RS";"DEL9/3";"UOP02/RS"
182458;403154;2019-01-02;"quarta-feira";"07:30:00";"RS";290;41,1;"SANTO ANTONIO DA PATRULHA";"Não";"Desobediência às normas de trânsito pelo condutor";2;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";325277;"Automóvel";"FIAT/PALIO EL";1997;"Passageiro";"Lesões Leves";NA;"Feminino";0;1;0;0;"-29.886173";"-50.658577";"SR-RS";"DEL9/3";"UOP02/RS"
182458;402705;2019-01-02;"quarta-feira";"07:30:00";"RS";290;41,1;"SANTO ANTONIO DA PATRULHA";"Não";"Desobediência às normas de trânsito pelo condutor";2;"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";325277;"Automóvel";"FIAT/PALIO EL";1997;"Condutor";"Ileso";24;"Masculino";1;0;0;0;"-29.886173";"-50.658577";"SR-RS";"DEL9/3";"UOP02/RS"
182476;402816;2019-01-02;"quarta-feira";"10:30:00";"RS";386;173,6;"CARAZINHO";"Sim";"Não guardar distância de segurança";2;"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";325304;"Automóvel";"I/FORD FOCUS SE AT 2.0 H";2013;"Condutor";"Ileso";45;"Feminino";1;0;0;0;"-28.258726";"-52.794571";"SR-RS";"DEL08";"UOP01/RS"
182476;402815;2019-01-02;"quarta-feira";"10:30:00";"RS";386;173,6;"CARAZINHO";"Sim";"Não guardar distância de segurança";2;"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";325303;"Motocicleta";"HONDA/NX-4 FALCON";2000;"Condutor";"Lesões Leves";30;"Masculino";0;1;0;0;"-28.258726";"-52.794571";"SR-RS";"DEL08";"UOP01/RS"
182476;402814;2019-01-02;"quarta-feira";"10:30:00";"RS";386;173,6;"CARAZINHO";"Sim";"Não guardar distância de segurança";2;"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";325302;"Motocicleta";"HARLEY DAVIDSON/FXD";2009;"Condutor";"Lesões Leves";51;"Masculino";0;1;0;0;"-28.258726";"-52.794571";"SR-RS";"DEL08";"UOP01/RS"
182521;403920;2019-01-02;"quarta-feira";"12:45:00";"RS";471;538;"RIO GRANDE";"Sim";"Falta de Atenção à Condução";1;"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";325487;"Automóvel";"IMP/TOYOTA";2018;"Condutor";"Ileso";50;"Feminino";1;0;0;0;"-32.60991983";"-52.57188482";"SR-RS";"DEL9/7";"UOP02/RS"
182526;404751;2019-01-02;"quarta-feira";"14:30:00";"RS";290;139,2;"ELDORADO DO SUL";"Sim";"Ultrapassagem Indevida";5;"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";325493;"Automóvel";"VW/UP TAKE MA";2014;"Condutor";"Lesões Graves";37;"Feminino";0;0;1;0;"-30.078781";"-51.59985";"SR-RS";"DEL9/2";"UOP01/RS"
182526;404765;2019-01-02;"quarta-feira";"14:30:00";"RS";290;139,2;"ELDORADO DO SUL";"Sim";"Ultrapassagem Indevida";5;"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";326606;"Camioneta";"I/TOYOTA HILUX 4X4 CD";2018;"Condutor";"Ileso";35;"Masculino";1;0;0;0;"-30.078781";"-51.59985";"SR-RS";"DEL9/2";"UOP01/RS"
